DokID,KdIDDokumendiLiik,DokNumber,DokSeeria,DokValjaantudKpv,DokKehtivKuniKpv,DokKehtetuAlatesKpv,AsIDValjaandjaAsutus,KaIDKanne,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,KdIDDokumendiStaatus,DokIDVanem,DokKehtivAlates,KdIDRiik,DokAsutuseTekst,AsIDHaldaja,DokMarkus,DokValjastajaIsikukood,DokValjastajaNimi,MKaID,DokSkaneeritud,AsIDAsutusTellija,LRProtseduurKirjeldus,DokSalastatud,KdIDDokAlguseAlus,AsID
1850,562,ELUKOHATEADE-0001849,S-223,2014-01-07 00:00:00.000000,2019-08-25 00:00:00,2019-08-25 00:00:00,34,,295.0,2013-04-24,177.0,2019-08-25 00:00:00.000000,,550,,2017-05-20 00:00:00.000000,,,30,,,,,,,,,,9
1851,562,ELUKOHATEADE-0001850,S-843,1990-01-01 00:00:00.000000,1990-05-10 00:00:00,1990-05-10 00:00:00,43,,34.0,1990-01-01,126.0,1990-05-10 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,36,,,,,,,,,,2
1852,562,ELUKOHATEADE-0001851,S-268,1990-05-11 00:00:00.000000,2007-01-20 19:46:15.045953,2007-01-20 19:46:15.045953,15,,50.0,1990-03-14,199.0,2007-01-20 19:46:15.045953,,550,,1990-05-11 00:00:00.000000,,,43,,,,,,,,,,47
1853,562,ELUKOHATEADE-0001852,S-919,1990-01-01 00:00:00.000000,2017-05-19 00:00:00,2017-05-19 00:00:00,5,,34.0,1990-01-01,78.0,2022-11-30 00:00:00.000000,2022-11-30,550,,1990-01-01 00:00:00.000000,,,27,,,,,,,,,,2
1854,562,ELUKOHATEADE-0001853,S-665,2017-05-20 00:00:00.000000,2019-08-25 00:00:00,2019-08-25 00:00:00,5,,205.0,1997-03-06,177.0,2019-08-25 00:00:00.000000,,550,,2017-05-20 00:00:00.000000,,,15,,,,,,,,,,9
1855,562,ELUKOHATEADE-0001854,S-493,1990-01-01 00:00:00.000000,2017-05-19 00:00:00,2017-05-19 00:00:00,10,,34.0,1990-01-01,201.0,2017-05-19 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,10,,,,,,,,,,2
1856,562,ELUKOHATEADE-0001855,S-539,2017-05-20 00:00:00.000000,2019-08-25 00:00:00,2019-08-25 00:00:00,22,,318.0,2008-12-18,177.0,2019-08-25 00:00:00.000000,,550,,2017-05-20 00:00:00.000000,,,24,,,,,,,,,,34
1857,562,ELUKOHATEADE-0001856,S-561,1990-01-01 00:00:00.000000,1990-05-10 00:00:00,1990-05-10 00:00:00,9,,34.0,1990-01-01,126.0,1990-05-10 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,15,,,,,,,,,,2
1858,562,ELUKOHATEADE-0001857,S-591,1990-05-11 00:00:00.000000,2007-01-20 19:46:15.045953,2007-01-20 19:46:15.045953,9,,86.0,1990-01-02,199.0,2007-01-20 19:46:15.045953,,550,,1990-05-11 00:00:00.000000,,,30,,,,,,,,,,42
1859,562,ELUKOHATEADE-0001858,S-709,1990-01-01 00:00:00.000000,2017-05-19 00:00:00,2017-05-19 00:00:00,44,,34.0,1990-01-01,201.0,2017-05-19 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,12,,,,,,,,,,2
1860,562,ELUKOHATEADE-0001859,S-371,2017-05-20 00:00:00.000000,2019-08-25 00:00:00,2019-08-25 00:00:00,18,,3.0,2015-05-16,177.0,2019-08-25 00:00:00.000000,,550,,2017-05-20 00:00:00.000000,,,25,,,,,,,,,,42
1861,562,ELUKOHATEADE-0001860,S-157,1990-01-01 00:00:00.000000,1990-05-10 00:00:00,1990-05-10 00:00:00,27,,34.0,1990-01-01,126.0,1990-05-10 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,46,,,,,,,,,,2
1862,562,ELUKOHATEADE-0001861,S-102,1990-05-11 00:00:00.000000,2007-01-20 19:46:15.045953,2018-03-26 19:46:15.045953,28,,174.0,1990-03-01,102.0,2018-03-26 19:46:15.045953,,550,,1990-05-11 00:00:00.000000,,,47,,,,,,,,,,15
1863,562,ELUKOHATEADE-0001862,S-164,1998-08-22 00:00:00.000000,2008-10-29 00:00:00,2008-10-29 00:00:00,44,,242.0,1997-12-24,1.0,2008-10-29 00:00:00.000000,,550,,1998-08-22 00:00:00.000000,,,11,,,,,,,,,,4
1864,562,ELUKOHATEADE-0001863,S-751,2008-10-30 00:00:00.000000,,,33,,267.0,1991-05-25,81.0,1998-04-12 00:00:00.000000,,549,,2008-10-30 00:00:00.000000,,,30,,,,,,,,,,29
1865,562,ELUKOHATEADE-0001864,S-558,1993-11-27 00:00:00.000000,2008-10-29 00:00:00,2008-10-29 00:00:00,49,,326.0,1991-06-17,1.0,2008-10-29 00:00:00.000000,,550,,1998-08-22 00:00:00.000000,,,5,,,,,,,,,,16
1866,562,ELUKOHATEADE-0001865,S-403,2008-10-30 00:00:00.000000,,,33,,190.0,2005-03-07,233.0,2014-10-19 00:00:00.000000,,549,,2008-10-30 00:00:00.000000,,,4,,,,,,,,,,42
1867,562,ELUKOHATEADE-0001866,S-465,2002-06-05 19:46:15.045953,2015-01-28 00:00:00,2015-01-28 00:00:00,44,,93.0,1993-07-08,253.0,2015-01-28 00:00:00.000000,,550,,2002-06-05 19:46:15.045953,,,49,,,,,,,,,,40
1868,562,ELUKOHATEADE-0001867,S-622,2015-01-29 00:00:00.000000,2019-07-04 00:00:00,2019-07-04 00:00:00,2,,14.0,2008-04-30,106.0,2019-07-04 00:00:00.000000,,550,,2015-01-29 00:00:00.000000,,,4,,,,,,,,,,33
1869,562,ELUKOHATEADE-0001868,S-964,2019-07-05 00:00:00.000000,,,7,,147.0,1991-10-22,6.0,2015-10-29 00:00:00.000000,,549,,2019-07-05 00:00:00.000000,,,19,,,,,,,,,,17
1870,562,ELUKOHATEADE-0001869,S-496,2002-06-05 19:46:15.045953,2012-05-17 00:00:00,2012-05-17 00:00:00,44,,19.0,2000-12-18,218.0,2012-05-17 00:00:00.000000,,550,,2002-06-05 19:46:15.045953,,,22,,,,,,,,,,22
1871,562,ELUKOHATEADE-0001870,S-833,2012-05-18 00:00:00.000000,2017-04-24 00:00:00,2017-04-24 00:00:00,12,,47.0,1999-05-14,212.0,2017-04-24 00:00:00.000000,,550,,2012-05-18 00:00:00.000000,,,10,,,,,,,,,,31
1872,562,ELUKOHATEADE-0001871,S-534,2017-04-25 00:00:00.000000,,,50,,205.0,2005-02-25,264.0,2006-06-24 00:00:00.000000,,549,,2017-04-25 00:00:00.000000,,,40,,,,,,,,,,9
1873,562,ELUKOHATEADE-0001872,S-848,2002-06-05 19:46:15.045953,2012-05-17 00:00:00,2012-05-17 00:00:00,8,,171.0,2000-11-15,218.0,2012-05-17 00:00:00.000000,,550,,2002-06-05 19:46:15.045953,,,31,,,,,,,,,,20
1874,562,ELUKOHATEADE-0001873,S-942,2012-05-18 00:00:00.000000,2017-04-24 00:00:00,2017-04-24 00:00:00,10,,217.0,2001-07-06,212.0,2017-04-24 00:00:00.000000,,550,,2012-05-18 00:00:00.000000,,,45,,,,,,,,,,19
1875,562,ELUKOHATEADE-0001874,S-540,2017-04-25 00:00:00.000000,,,29,,148.0,2010-06-06,162.0,2019-08-31 00:00:00.000000,,549,,2017-04-25 00:00:00.000000,,,34,,,,,,,,,,50
1876,562,ELUKOHATEADE-0001875,S-694,2002-06-05 19:46:15.045953,2011-06-12 19:46:15.045953,2011-06-12 19:46:15.045953,27,,161.0,1992-08-22,337.0,2011-06-12 19:46:15.045953,,550,,2002-06-05 19:46:15.045953,,,31,,,,,,,,,,13
1877,562,ELUKOHATEADE-0001876,S-479,2002-06-05 19:46:15.045953,2012-05-17 00:00:00,2012-05-17 00:00:00,38,,190.0,1996-10-20,218.0,2012-05-17 00:00:00.000000,,550,,2002-06-05 19:46:15.045953,,,19,,,,,,,,,,42
1878,562,ELUKOHATEADE-0001877,S-670,2012-05-18 00:00:00.000000,2017-04-24 00:00:00,2017-04-24 00:00:00,31,,181.0,1993-03-10,212.0,2017-04-24 00:00:00.000000,,550,,2012-05-18 00:00:00.000000,,,42,,,,,,,,,,28
1879,562,ELUKOHATEADE-0001878,S-442,2017-04-25 00:00:00.000000,,,38,,313.0,2002-09-19,252.0,2018-05-25 00:00:00.000000,,549,,2017-04-25 00:00:00.000000,,,47,,,,,,,,,,22
1880,562,ELUKOHATEADE-0001879,S-182,2002-06-05 19:46:15.045953,2015-01-28 00:00:00,2015-01-28 00:00:00,50,,81.0,2000-08-29,253.0,2015-01-28 00:00:00.000000,,550,,2002-06-05 19:46:15.045953,,,34,,,,,,,,,,19
1881,562,ELUKOHATEADE-0001880,S-833,2015-01-29 00:00:00.000000,2019-07-04 00:00:00,2019-07-04 00:00:00,34,,270.0,1995-12-16,106.0,2019-07-04 00:00:00.000000,,550,,2015-01-29 00:00:00.000000,,,8,,,,,,,,,,33
1882,562,ELUKOHATEADE-0001881,S-118,2019-07-05 00:00:00.000000,,,28,,305.0,2010-09-04,154.0,2020-08-16 00:00:00.000000,,549,,2019-07-05 00:00:00.000000,,,13,,,,,,,,,,26
1883,562,ELUKOHATEADE-0001882,S-367,1990-01-01 00:00:00.000000,2010-02-22 00:00:00,2010-02-22 00:00:00,29,,34.0,1990-01-01,133.0,2010-02-22 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,10,,,,,,,,,,2
1884,562,ELUKOHATEADE-0001883,S-316,2010-02-23 00:00:00.000000,2019-11-11 00:00:00,2019-11-11 00:00:00,11,,310.0,2006-07-04,344.0,2019-11-11 00:00:00.000000,,550,,2010-02-23 00:00:00.000000,,,25,,,,,,,,,,45
1885,562,ELUKOHATEADE-0001884,S-339,2019-11-12 00:00:00.000000,,,27,,281.0,1991-02-11,110.0,1996-01-09 00:00:00.000000,,549,,2019-11-12 00:00:00.000000,,,5,,,,,,,,,,39
1886,562,ELUKOHATEADE-0001885,S-508,1990-01-01 00:00:00.000000,2010-02-22 00:00:00,2010-02-22 00:00:00,20,,34.0,1990-01-01,133.0,2010-02-22 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,4,,,,,,,,,,2
1887,562,ELUKOHATEADE-0001886,S-788,2010-02-23 00:00:00.000000,2019-11-11 00:00:00,2019-11-11 00:00:00,35,,144.0,1999-03-10,198.0,2007-02-01 00:00:00.000000,2007-02-01,550,,2010-02-23 00:00:00.000000,,,10,,,,,,,,,,22
1888,562,ELUKOHATEADE-0001887,S-593,2021-03-12 00:00:00.000000,,,20,,296.0,2005-03-17,25.0,2005-11-08 00:00:00.000000,,549,,2019-11-12 00:00:00.000000,,,41,,,,,,,,,,28
1889,562,ELUKOHATEADE-0001888,S-858,2010-08-10 00:00:00.000000,2018-04-30 00:00:00,2018-04-30 00:00:00,18,,302.0,1996-03-02,152.0,2018-04-30 00:00:00.000000,,550,,2003-11-10 00:00:00.000000,,,6,,,,,,,,,,42
1890,562,ELUKOHATEADE-0001889,S-246,2018-05-01 00:00:00.000000,,,18,,100.0,2015-12-31,29.0,2024-10-02 00:00:00.000000,,549,,2018-05-01 00:00:00.000000,,,22,,,,,,,,,,46
1891,562,ELUKOHATEADE-0001890,S-345,2015-02-04 00:00:00.000000,2017-04-02 00:00:00,2017-04-02 00:00:00,44,,213.0,2001-07-15,214.0,2017-04-02 00:00:00.000000,,550,,2015-02-04 00:00:00.000000,,,5,,,,,,,,,,6
1892,562,ELUKOHATEADE-0001891,S-376,2017-04-03 00:00:00.000000,,,11,,340.0,2002-10-20,182.0,2006-07-26 00:00:00.000000,,549,,2017-04-03 00:00:00.000000,,,6,,,,,,,,,,37
1893,562,ELUKOHATEADE-0001892,S-975,2003-11-10 00:00:00.000000,2018-04-30 00:00:00,2018-04-30 00:00:00,17,,137.0,2001-04-10,152.0,2018-04-30 00:00:00.000000,,550,,2003-11-10 00:00:00.000000,,,50,,,,,,,,,,30
1894,562,ELUKOHATEADE-0001893,S-357,2018-05-01 00:00:00.000000,,,15,,183.0,2013-11-09,59.0,2016-06-26 00:00:00.000000,,549,,2018-05-01 00:00:00.000000,,,20,,,,,,,,,,11
1895,562,ELUKOHATEADE-0001894,S-639,2015-02-04 00:00:00.000000,2017-04-02 00:00:00,2021-02-14 00:00:00,47,,326.0,2013-12-07,183.0,2021-02-14 00:00:00.000000,,550,,2015-02-04 00:00:00.000000,,,25,,,,,,,,,,16
1896,562,ELUKOHATEADE-0001895,S-136,2025-03-27 00:00:00.000000,,,23,,104.0,2012-01-18,103.0,2014-11-22 00:00:00.000000,,549,,2017-04-03 00:00:00.000000,,,5,,,,,,,,,,42
1897,562,ELUKOHATEADE-0001896,S-468,2003-11-10 00:00:00.000000,2018-04-30 00:00:00,2018-04-30 00:00:00,38,,25.0,1990-07-10,152.0,2018-04-30 00:00:00.000000,,550,,2003-11-10 00:00:00.000000,,,20,,,,,,,,,,7
1898,562,ELUKOHATEADE-0001897,S-835,2018-05-01 00:00:00.000000,,,35,,231.0,2013-09-06,169.0,2016-10-01 00:00:00.000000,,549,,2018-05-01 00:00:00.000000,,,13,,,,,,,,,,23
1899,562,ELUKOHATEADE-0001898,S-255,1990-01-01 00:00:00.000000,,,34,,34.0,1990-01-01,195.0,2002-09-17 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,16,,,,,,,,,,2
1900,562,ELUKOHATEADE-0001899,S-553,1990-01-01 00:00:00.000000,,,4,,34.0,1990-01-01,330.0,1996-01-29 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,27,,,,,,,,,,2
1901,562,ELUKOHATEADE-0001900,S-176,1990-01-01 00:00:00.000000,2017-12-31 19:46:15.045953,2017-12-31 19:46:15.045953,18,,34.0,1990-01-01,196.0,2017-12-31 19:46:15.045953,,550,,1990-01-01 00:00:00.000000,,,39,,,,,,,,,,2
1902,562,ELUKOHATEADE-0001901,S-398,1990-01-01 00:00:00.000000,,,10,,34.0,1990-01-01,114.0,2007-10-08 00:00:00.000000,,549,,1990-01-01 00:00:00.000000,,,15,,,,,,,,,,2
1903,562,ELUKOHATEADE-0001902,S-604,2004-07-18 00:00:00.000000,,,42,,97.0,2001-01-21,82.0,2005-11-06 00:00:00.000000,,549,,2004-07-18 00:00:00.000000,,,3,,,,,,,,,,42
1904,562,ELUKOHATEADE-0001903,S-419,1995-06-06 00:00:00.000000,,,12,,51.0,1990-05-15,50.0,1996-04-10 00:00:00.000000,,549,,1995-06-06 00:00:00.000000,,,12,,,,,,,,,,46
1905,562,ELUKOHATEADE-0001904,S-570,2004-07-18 00:00:00.000000,,,42,,339.0,2001-04-25,292.0,2004-06-07 00:00:00.000000,,549,,2004-07-18 00:00:00.000000,,,30,,,,,,,,,,19
1906,562,ELUKOHATEADE-0001905,S-889,2004-07-18 00:00:00.000000,,,10,,220.0,1992-07-31,337.0,2024-08-14 00:00:00.000000,,549,,2004-07-18 00:00:00.000000,,,49,,,,,,,,,,24
1907,562,ELUKOHATEADE-0001906,S-791,1995-06-06 00:00:00.000000,,,7,,174.0,1992-08-09,185.0,1996-03-08 00:00:00.000000,,549,,1995-06-06 00:00:00.000000,,,30,,,,,,,,,,15
1908,562,ELUKOHATEADE-0001907,S-980,1990-01-01 00:00:00.000000,2018-06-02 00:00:00,2018-06-02 00:00:00,40,,34.0,1990-01-01,141.0,2018-06-02 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,26,,,,,,,,,,2
1909,562,ELUKOHATEADE-0001908,S-196,2018-06-03 00:00:00.000000,,,11,,81.0,2003-08-31,6.0,2004-03-14 00:00:00.000000,,549,,2018-06-03 00:00:00.000000,,,49,,,,,,,,,,19
1910,562,ELUKOHATEADE-0001909,S-138,1990-01-01 00:00:00.000000,2018-06-02 00:00:00,2018-06-02 00:00:00,37,,34.0,1990-01-01,141.0,2018-06-02 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,44,,,,,,,,,,2
1911,562,ELUKOHATEADE-0001910,S-135,2018-06-03 00:00:00.000000,2024-11-14 19:46:15.045953,2024-12-24 19:46:15.045953,42,,203.0,1994-07-22,24.0,2024-12-24 19:46:15.045953,,550,,2018-06-03 00:00:00.000000,,,37,,,,,,,,,,17
1912,562,ELUKOHATEADE-0001911,S-194,1990-01-01 00:00:00.000000,1993-10-06 00:00:00,2009-07-10 00:00:00,49,,34.0,1990-01-01,11.0,2009-07-10 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,39,,,,,,,,,,2
1913,562,ELUKOHATEADE-0001912,S-948,1993-10-07 00:00:00.000000,,,32,,265.0,1990-12-11,55.0,2018-09-02 00:00:00.000000,,549,,1993-10-07 00:00:00.000000,,,8,,,,,,,,,,7
1914,562,ELUKOHATEADE-0001913,S-287,1990-01-01 00:00:00.000000,1993-10-06 00:00:00,1993-10-06 00:00:00,23,,34.0,1990-01-01,250.0,1993-10-06 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,42,,,,,,,,,,2
1915,562,ELUKOHATEADE-0001914,S-476,2023-09-18 00:00:00.000000,,,27,,43.0,1992-07-14,44.0,1996-08-04 00:00:00.000000,,549,,1993-10-07 00:00:00.000000,,,16,,,,,,,,,,44
1916,562,ELUKOHATEADE-0001915,S-785,2002-12-24 00:00:00.000000,2002-12-28 00:00:00,2002-12-28 00:00:00,25,,113.0,1997-11-18,118.0,2002-12-28 00:00:00.000000,,550,,2002-12-24 00:00:00.000000,,,41,,,,,,,,,,34
1917,562,ELUKOHATEADE-0001916,S-431,2002-12-29 00:00:00.000000,2024-06-10 19:46:15.045953,2024-06-10 19:46:15.045953,25,,94.0,1996-04-23,279.0,2024-06-10 19:46:15.045953,,550,,2002-12-29 00:00:00.000000,,,37,,,,,,,,,,16
1918,562,ELUKOHATEADE-0001917,S-263,2002-12-24 00:00:00.000000,2002-12-28 00:00:00,2002-12-28 00:00:00,34,,195.0,2002-08-18,118.0,2002-12-28 00:00:00.000000,,550,,2002-12-24 00:00:00.000000,,,23,,,,,,,,,,24
1919,562,ELUKOHATEADE-0001918,S-719,2002-12-29 00:00:00.000000,2024-06-10 19:46:15.045953,2025-02-14 19:46:15.045953,11,,214.0,1993-02-18,346.0,2025-02-14 19:46:15.045953,,550,,2002-12-29 00:00:00.000000,,,36,,,,,,,,,,14
1920,562,ELUKOHATEADE-0001919,S-581,2002-12-24 00:00:00.000000,2002-12-28 00:00:00,2002-12-28 00:00:00,5,,162.0,1996-04-08,118.0,2002-12-28 00:00:00.000000,,550,,2002-12-24 00:00:00.000000,,,49,,,,,,,,,,24
1921,562,ELUKOHATEADE-0001920,S-520,2002-12-29 00:00:00.000000,2024-06-10 19:46:15.045953,2024-06-10 19:46:15.045953,15,,311.0,1997-02-20,279.0,2024-06-10 19:46:15.045953,,550,,2002-12-29 00:00:00.000000,,,23,,,,,,,,,,10
1922,562,ELUKOHATEADE-0001921,S-349,2002-12-24 00:00:00.000000,2002-12-28 00:00:00,2002-12-28 00:00:00,8,,218.0,1997-09-07,118.0,2002-12-28 00:00:00.000000,,550,,2002-12-24 00:00:00.000000,,,6,,,,,,,,,,13
1923,562,ELUKOHATEADE-0001922,S-153,2002-12-29 00:00:00.000000,2024-06-10 19:46:15.045953,2024-06-10 19:46:15.045953,28,,262.0,2000-02-26,279.0,2024-06-10 19:46:15.045953,,550,,2002-12-29 00:00:00.000000,,,47,,,,,,,,,,3
1924,562,ELUKOHATEADE-0001923,S-641,2002-12-24 00:00:00.000000,2002-12-28 00:00:00,2002-12-28 00:00:00,14,,9.0,1997-03-19,118.0,2002-12-28 00:00:00.000000,,550,,2002-12-24 00:00:00.000000,,,37,,,,,,,,,,2
1925,562,ELUKOHATEADE-0001924,S-585,2002-12-29 00:00:00.000000,2024-06-10 19:46:15.045953,2024-06-10 19:46:15.045953,39,,257.0,1997-05-14,212.0,2023-04-28 00:00:00.000000,2023-04-28,550,,2002-12-29 00:00:00.000000,,,46,,,,,,,,,,30
1926,562,ELUKOHATEADE-0001925,S-331,1990-02-04 00:00:00.000000,2011-06-21 00:00:00,2011-06-21 00:00:00,31,,31.0,1990-01-23,194.0,2011-06-21 00:00:00.000000,,550,,1990-02-04 00:00:00.000000,,,38,,,,,,,,,,3
1927,562,ELUKOHATEADE-0001926,S-172,2011-06-22 00:00:00.000000,,,33,,344.0,2008-03-17,166.0,2017-04-13 00:00:00.000000,,549,,2011-06-22 00:00:00.000000,,,22,,,,,,,,,,9
1928,562,ELUKOHATEADE-0001927,S-730,2013-03-16 19:46:15.045953,,,30,,308.0,1990-05-19,283.0,1997-08-04 00:00:00.000000,,549,,2013-03-16 19:46:15.045953,,,26,,,,,,,,,,19
1929,562,ELUKOHATEADE-0001928,S-967,1990-02-04 00:00:00.000000,2011-06-21 00:00:00,2011-06-21 00:00:00,1,,236.0,1990-02-04,194.0,2011-06-21 00:00:00.000000,,550,,1990-02-04 00:00:00.000000,,,39,,,,,,,,,,23
1930,562,ELUKOHATEADE-0001929,S-818,2011-06-22 00:00:00.000000,,,49,,7.0,1999-12-26,139.0,2001-04-26 00:00:00.000000,,549,,2011-06-22 00:00:00.000000,,,21,,,,,,,,,,42
1931,562,ELUKOHATEADE-0001930,S-188,2013-03-16 19:46:15.045953,2015-08-22 19:46:15.045953,2015-08-22 19:46:15.045953,19,,186.0,2005-11-01,286.0,2015-08-22 19:46:15.045953,,550,,2013-03-16 19:46:15.045953,,,1,,,,,,,,,,33
1932,562,ELUKOHATEADE-0001931,S-144,1990-02-04 00:00:00.000000,2011-06-21 00:00:00,2011-06-21 00:00:00,23,,35.0,1990-01-13,194.0,2011-06-21 00:00:00.000000,,550,,1990-02-04 00:00:00.000000,,,19,,,,,,,,,,24
1933,562,ELUKOHATEADE-0001932,S-320,2011-06-22 00:00:00.000000,,,23,,183.0,2007-01-04,100.0,2016-04-19 00:00:00.000000,,549,,2011-06-22 00:00:00.000000,,,32,,,,,,,,,,11
1934,562,ELUKOHATEADE-0001933,S-776,1990-02-04 00:00:00.000000,2011-06-21 00:00:00,2011-06-21 00:00:00,22,,35.0,1990-01-13,194.0,2011-06-21 00:00:00.000000,,550,,1990-02-04 00:00:00.000000,,,7,,,,,,,,,,24
1935,562,ELUKOHATEADE-0001934,S-404,2011-06-22 00:00:00.000000,,,19,,220.0,2008-02-18,160.0,2014-02-01 00:00:00.000000,,549,,2011-06-22 00:00:00.000000,,,5,,,,,,,,,,24
1936,562,ELUKOHATEADE-0001935,S-958,1990-02-04 00:00:00.000000,2011-06-21 00:00:00,2011-06-21 00:00:00,9,,47.0,1990-01-15,194.0,2011-06-21 00:00:00.000000,,550,,1990-02-04 00:00:00.000000,,,21,,,,,,,,,,31
1937,562,ELUKOHATEADE-0001936,S-836,2011-06-22 00:00:00.000000,,,16,,317.0,1990-10-29,322.0,1998-12-11 00:00:00.000000,,549,,2011-06-22 00:00:00.000000,,,50,,,,,,,,,,35
1938,562,ELUKOHATEADE-0001937,S-570,1990-02-04 00:00:00.000000,2011-06-21 00:00:00,2011-06-21 00:00:00,14,,97.0,1990-01-14,194.0,2011-06-21 00:00:00.000000,,550,,1990-02-04 00:00:00.000000,,,16,,,,,,,,,,42
1939,562,ELUKOHATEADE-0001938,S-968,2011-06-22 00:00:00.000000,,,25,,89.0,1992-06-27,70.0,1995-02-19 00:00:00.000000,,549,,2011-06-22 00:00:00.000000,,,49,,,,,,,,,,38
1940,562,ELUKOHATEADE-0001939,S-677,1990-01-01 00:00:00.000000,2012-06-11 00:00:00,2012-06-11 00:00:00,3,,34.0,1990-01-01,6.0,2012-06-11 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,19,,,,,,,,,,2
1941,562,ELUKOHATEADE-0001940,S-154,2012-06-12 00:00:00.000000,2014-05-11 00:00:00,2014-05-11 00:00:00,1,,316.0,1997-11-15,188.0,2014-05-11 00:00:00.000000,,550,,2012-06-12 00:00:00.000000,,,26,,,,,,,,,,6
1942,562,ELUKOHATEADE-0001941,S-422,2014-05-12 00:00:00.000000,,,39,,313.0,1995-09-19,291.0,1995-11-01 00:00:00.000000,,549,,2014-05-12 00:00:00.000000,,,41,,,,,,,,,,22
1943,562,ELUKOHATEADE-0001942,S-512,1990-01-01 00:00:00.000000,2002-04-22 00:00:00,2002-04-22 00:00:00,8,,34.0,1990-01-01,276.0,2025-01-30 00:00:00.000000,2025-01-30,550,,1990-01-01 00:00:00.000000,,,17,,,,,,,,,,2
1944,562,ELUKOHATEADE-0001943,S-578,2002-04-23 00:00:00.000000,2017-07-07 00:00:00,2017-07-07 00:00:00,8,,258.0,1999-02-16,323.0,2017-07-07 00:00:00.000000,,550,,2002-04-23 00:00:00.000000,,,43,,,,,,,,,,30
1945,562,ELUKOHATEADE-0001944,S-592,2017-07-08 00:00:00.000000,,,16,,230.0,2010-12-06,310.0,2012-04-05 00:00:00.000000,,549,,2017-07-08 00:00:00.000000,,,15,,,,,,,,,,24
1946,562,ELUKOHATEADE-0001945,S-286,1990-01-01 00:00:00.000000,2002-04-22 00:00:00,2002-04-22 00:00:00,4,,34.0,1990-01-01,7.0,2002-04-22 00:00:00.000000,,550,,1990-01-01 00:00:00.000000,,,3,,,,,,,,,,2
1947,562,ELUKOHATEADE-0001946,S-638,2002-04-23 00:00:00.000000,2017-07-07 00:00:00,2017-07-07 00:00:00,39,,280.0,1990-01-17,323.0,2017-07-07 00:00:00.000000,,550,,2002-04-23 00:00:00.000000,,,9,,,,,,,,,,31
1948,562,ELUKOHATEADE-0001947,S-668,2017-07-08 00:00:00.000000,,,23,,85.0,1992-04-29,102.0,2009-06-15 00:00:00.000000,,549,,2017-07-08 00:00:00.000000,,,2,,,,,,,,,,45
1949,562,ELUKOHATEADE-0001948,S-386,1991-12-15 00:00:00.000000,1994-01-22 00:00:00,2017-01-03 00:00:00,30,,146.0,1991-08-09,342.0,2017-01-03 00:00:00.000000,,550,,1991-12-15 00:00:00.000000,,,40,,,,,,,,,,40
1950,562,ELUKOHATEADE-0001949,S-787,1994-01-23 00:00:00.000000,2024-12-20 19:46:15.045953,2024-12-20 19:46:15.045953,25,,62.0,1991-04-08,90.0,2024-12-20 19:46:15.045953,,550,,1994-01-23 00:00:00.000000,,,17,,,,,,,,,,4
1951,562,ELUKOHATEADE-0001950,S-215,2001-08-02 00:00:00.000000,2024-12-20 19:46:15.045953,2024-12-20 19:46:15.045953,1,,113.0,2001-02-01,90.0,2024-12-20 19:46:15.045953,,550,,2013-11-20 00:00:00.000000,,,40,,,,,,,,,,34
1952,562,ELUKOHATEADE-0001951,S-844,2013-11-20 00:00:00.000000,2024-12-20 19:46:15.045953,2024-12-20 19:46:15.045953,10,,152.0,2009-01-04,90.0,2024-12-20 19:46:15.045953,,550,,2013-11-20 00:00:00.000000,,,50,,,,,,,,,,23
1953,562,ELUKOHATEADE-0001952,S-746,1991-12-15 00:00:00.000000,1994-01-22 00:00:00,1994-01-22 00:00:00,46,,240.0,1990-09-13,311.0,1994-01-22 00:00:00.000000,,550,,1991-12-15 00:00:00.000000,,,11,,,,,,,,,,6
1954,562,ELUKOHATEADE-0001953,S-433,1994-01-23 00:00:00.000000,2024-12-20 19:46:15.045953,2024-12-20 19:46:15.045953,44,,307.0,1993-07-06,90.0,2024-12-20 19:46:15.045953,,550,,1994-01-23 00:00:00.000000,,,32,,,,,,,,,,24
1955,562,ELUKOHATEADE-0001954,S-235,2012-02-10 00:00:00.000000,2024-12-20 19:46:15.045953,2024-12-20 19:46:15.045953,49,,108.0,1991-04-02,90.0,2024-12-20 19:46:15.045953,,550,,2013-11-20 00:00:00.000000,,,41,,,,,,,,,,31
