IsID,IsIsikukood,IsEesnimi,IsPerenimi,IsSurmaaeg,KdIDHaridus,KdIDEmakeel,KdIDRahvus,KdIDPerekonnaseis,KdIDKodakondsus,IsIsanimi,IsSynnijargneNimi,KdIDIsikuStaatus,KdIDKirjeStaatus,KdIDPohjus,KdIDSugu,isSynniaeg,IsSaabusEesti,IsLahkusEestist,IsSaabusKOViKpv,AKpID,IsEesnimiEri,IsPerenimiEri,IdKiht,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
2877,50402129654,Tarmo,Valk,,25,61,61,,61,Mati,Tarmo,532,537,,MEES,2004-02-12 22:02:37.054267,2025-03-20 22:02:37.054267,2025-04-04 22:02:37.054267,,430.0,Tarmo,Valk,,4756.0,2004-02-12 22:02:37.054267,,,,37
2878,47205133016,Triin,Kaur,,25,100,100,,100,Aivar,Triin,532,537,,NAINE,1972-05-13 22:02:37.054267,,,2019-12-10 00:00:00.000000,890.0,Triin,Kaur,,1459.0,1972-05-13 22:02:37.054267,,,,37
2879,48603079353,Nadežda,Mets,,25,100,100,,100,Toomas,Nadežda,532,537,,NAINE,1986-03-07 22:02:37.054267,,,1993-08-10 00:00:00.000000,784.0,Nadežda,Mets,,6176.0,1986-03-07 22:02:37.054267,,,,29
2880,37701226052,Aleksander,Ott,,28,100,100,,100,Oleg,Aleksander,532,537,,MEES,1977-01-22 22:02:37.054267,,,1992-11-19 00:00:00.000000,784.0,Aleksander,Ott,,3341.0,1977-01-22 22:02:37.054267,5949.0,2012-11-17 22:02:37.054267,,34
2881,43407163951,Malle,Kikkas,,25,100,100,,100,Ivan,Malle,532,537,,NAINE,1934-07-16 22:02:37.054267,,,2010-10-05 00:00:00.000000,806.0,Malle,Kikkas,,6463.0,1934-07-16 22:02:37.054267,4306.0,2025-01-26 22:02:37.054267,,9
2882,34009013866,Alexander,Belov,,14,100,100,,100,Rein,Alexander,532,537,,MEES,1940-09-01 22:02:37.054267,,,2009-10-20 00:00:00.000000,668.0,Alexander,Belov,,6585.0,1940-09-01 22:02:37.054267,,,,20
2883,51604191231,Mati,Nõmme,2018-10-08 22:02:37.054267,10,65,65,,65,Roman,Mati,533,539,,MEES,2016-04-19 22:02:37.054267,2023-03-07 22:02:37.054267,2024-11-25 22:02:37.054267,2017-12-26 00:00:00.000000,784.0,Mati,Nõmme,,476.0,2016-04-19 22:02:37.054267,6512.0,2016-11-12 22:02:37.054267,,31
2884,38612309038,Aivar,Karro,,28,100,100,,100,Mihhail,Aivar,532,537,,MEES,1986-12-30 22:02:37.054267,,,1991-10-05 00:00:00.000000,441.0,Aivar,Karro,,3154.0,1986-12-30 22:02:37.054267,114.0,1992-08-21 22:02:37.054267,,19
2885,61512253925,Tatjana,Ader,,10,100,100,,100,Juri,Tatjana,532,537,,NAINE,2015-12-25 22:02:37.054267,,,2014-11-21 00:00:00.000000,806.0,Tatjana,Ader,,4649.0,2015-12-25 22:02:37.054267,3624.0,2023-05-19 22:02:37.054267,,18
2886,49406249785,Valentina,Sarapuu,,28,100,100,,100,Artur,Valentina,532,537,,NAINE,1994-06-24 22:02:37.054267,,,2007-12-18 00:00:00.000000,305.0,Valentina,Sarapuu,,3998.0,1994-06-24 22:02:37.054267,,,,11
2887,62402018624,Natalia,Maidla,,2,100,100,,100,Aleksandr,Natalia,532,537,,NAINE,2024-02-01 22:02:37.054267,,,,714.0,Natalia,Maidla,,1333.0,2024-02-01 22:02:37.054267,2102.0,2024-03-31 22:02:37.054267,,4
2888,52203092305,Ants,Kruglov,,2,100,100,,100,Aleksandr,Ants,532,537,,MEES,2022-03-09 22:02:37.054267,,,1990-01-01 00:00:00.000000,624.0,Ants,Kruglov,,780.0,2022-03-09 22:02:37.054267,6668.0,2024-07-03 22:02:37.054267,,30
2889,38610315686,Nikolai,Ploom,,28,100,100,,100,Viktor,Nikolai,532,537,,MEES,1986-10-31 22:02:37.054267,,,,511.0,Nikolai,Ploom,,3679.0,1986-10-31 22:02:37.054267,,,,2
2890,32905259698,Toomas,Kiik,,25,100,100,,100,Jüri,Toomas,532,537,,MEES,1929-05-25 22:02:37.054267,,,2018-11-02 00:00:00.000000,668.0,Toomas,Kiik,,2097.0,1929-05-25 22:02:37.054267,1354.0,2021-12-17 22:02:37.054267,,10
2891,45605058968,Nadežda,Paas,,14,100,100,,100,Alexander,Nadežda,532,537,,NAINE,1956-05-05 22:02:37.054267,,,1990-01-01 00:00:00.000000,624.0,Nadežda,Paas,,1863.0,1956-05-05 22:02:37.054267,,,,20
2892,60603309704,Natalja,Sorokin,,25,100,100,,100,Sander,Natalja,532,537,,NAINE,2006-03-30 22:02:37.054267,,,,321.0,Natalja,Sorokin,,6425.0,2006-03-30 22:02:37.054267,,,,49
2893,45207014819,Marika,Hansen,,22,100,100,,100,Dmitri,Marika,532,537,,NAINE,1952-07-01 22:02:37.054267,,,1990-01-01 00:00:00.000000,586.0,Marika,Hansen,,931.0,1952-07-01 22:02:37.054267,,,,36
2894,49212184703,Nina,Jermakov,2007-06-25 22:02:37.054267,28,203,203,,203,Roman,Nina,533,539,,NAINE,1992-12-18 22:02:37.054267,2007-08-27 22:02:37.054267,,1990-01-01 00:00:00.000000,557.0,Nina,Jermakov,,2486.0,1992-12-18 22:02:37.054267,909.0,2014-10-24 22:02:37.054267,,47
2895,50910204723,Rein,Piho,2017-08-14 22:02:37.054267,4,235,235,,235,Jüri,Rein,533,539,,MEES,2009-10-20 22:02:37.054267,2012-10-16 22:02:37.054267,,2010-03-23 22:02:37.054267,255.0,Rein,Piho,,5480.0,2009-10-20 22:02:37.054267,2058.0,2013-11-18 22:02:37.054267,,44
2896,52308311509,Jevgeni,Kangro,,2,100,100,,100,Margus,Jevgeni,532,537,,MEES,2023-08-31 22:02:37.054267,,,2011-06-04 00:00:00.000000,784.0,Jevgeni,Kangro,,3542.0,2023-08-31 22:02:37.054267,,,,27
2897,52111063971,Raivo,Lehtmets,,2,100,100,,100,Jüri,Raivo,532,537,,MEES,2021-11-06 22:02:37.054267,,,,198.0,Raivo,Lehtmets,,516.0,2021-11-06 22:02:37.054267,3218.0,2023-11-09 22:02:37.054267,,8
2898,62212314442,Aleksandra,Hein,2024-08-20 22:02:37.054267,2,122,122,,122,Raivo,Aleksandra,533,539,,NAINE,2022-12-31 22:02:37.054267,2023-11-27 22:02:37.054267,,2023-11-27 22:02:37.054267,784.0,Aleksandra,Hein,,1506.0,2022-12-31 22:02:37.054267,,,,28
2899,35612304786,Ivan,Tammik,,14,100,100,,100,Mati,Ivan,532,537,,MEES,1956-12-30 22:02:37.054267,,,,624.0,Ivan,Tammik,,5092.0,1956-12-30 22:02:37.054267,,,,26
2900,47807267796,Ljudmila,Vaht,,25,100,100,,100,Mihkel,Ljudmila,532,537,,NAINE,1978-07-26 22:02:37.054267,,,2020-11-29 00:00:00.000000,784.0,Ljudmila,Vaht,,5313.0,1978-07-26 22:02:37.054267,2014.0,2006-11-17 22:02:37.054267,,23
2901,62106055608,Valentina,Lang,,2,100,100,,100,Aivar,Valentina,532,537,,NAINE,2021-06-05 22:02:37.054267,,,2013-06-14 00:00:00.000000,784.0,Valentina,Lang,,342.0,2021-06-05 22:02:37.054267,,,,2
2902,37710041103,Roman,Liiva,,25,81,81,,81,Meelis,Roman,532,537,,MEES,1977-10-04 22:02:37.054267,2022-10-07 22:02:37.054267,2022-12-08 22:02:37.054267,2022-10-07 22:02:37.054267,899.0,Roman,Liiva,,2188.0,1977-10-04 22:02:37.054267,2271.0,2019-08-29 22:02:37.054267,,27
2903,52211019733,Oleg,Mandel,,2,100,100,,100,Alexander,Oleg,532,537,,MEES,2022-11-01 22:02:37.054267,,,2017-10-13 00:00:00.000000,824.0,Oleg,Mandel,,5221.0,2022-11-01 22:02:37.054267,,,,16
2904,39711217745,Viktor,Bogdanov,,34,248,248,,248,Aivar,Viktor,532,537,,MEES,1997-11-21 22:02:37.054267,2000-03-27 22:02:37.054267,,2009-05-17 00:00:00.000000,321.0,Viktor,Bogdanov,,3721.0,1997-11-21 22:02:37.054267,,,,2
2905,34905166394,Mati,Kink,,25,212,212,,212,Ivan,Mati,532,537,,MEES,1949-05-16 22:02:37.054267,1951-09-20 22:02:37.054267,2002-07-27 22:02:37.054267,1990-01-01 00:00:00.000000,784.0,Mati,Kink,,4704.0,1949-05-16 22:02:37.054267,,,,24
2906,39711127820,Sergei,Puusepp,,34,47,47,,47,Sander,Sergei,532,537,,MEES,1997-11-12 22:02:37.054267,2017-04-14 22:02:37.054267,,2017-04-14 22:02:37.054267,338.0,Sergei,Puusepp,,5765.0,1997-11-12 22:02:37.054267,220.0,2020-01-08 22:02:37.054267,,43
2907,38901305523,Rein,Gross,,28,100,100,,100,Jaan,Rein,532,537,,MEES,1989-01-30 22:02:37.054267,,,1993-06-09 00:00:00.000000,615.0,Rein,Gross,,2630.0,1989-01-30 22:02:37.054267,5882.0,1992-05-25 22:02:37.054267,,2
2908,62307047850,Jekaterina,Teder,,2,175,175,,175,Jevgeni,Jekaterina,532,537,,NAINE,2023-07-04 22:02:37.054267,2024-01-18 22:02:37.054267,,2011-06-09 00:00:00.000000,897.0,Jekaterina,Teder,,3593.0,2023-07-04 22:02:37.054267,,,,41
2909,50007049524,Artur,Volkov,,25,100,100,,100,Jevgeni,Artur,532,537,,MEES,2000-07-04 22:02:37.054267,,,2002-05-31 00:00:00.000000,567.0,Artur,Volkov,,1829.0,2000-07-04 22:02:37.054267,,,,19
2910,35101282389,Aleksander,Orlov,,19,100,100,,100,Indrek,Aleksander,532,537,,MEES,1951-01-28 22:02:37.054267,,,2020-03-02 00:00:00.000000,586.0,Aleksander,Orlov,,1332.0,1951-01-28 22:02:37.054267,,,,16
2911,49709012245,Linda,Konstantinov,,25,100,100,,100,Artur,Linda,532,537,,NAINE,1997-09-01 22:02:37.054267,,,,714.0,Linda,Konstantinov,,5839.0,1997-09-01 22:02:37.054267,1144.0,2007-12-23 22:02:37.054267,,17
2912,48702045696,Kristina,Koppel,,25,100,100,,100,Toomas,Kristina,532,537,,NAINE,1987-02-04 22:02:37.054267,,,1990-01-01 00:00:00.000000,653.0,Kristina,Koppel,,3999.0,1987-02-04 22:02:37.054267,,,,17
2913,39407267710,Toomas,Markus,,28,100,100,,100,Raivo,Toomas,532,537,,MEES,1994-07-26 22:02:37.054267,,,1990-01-01 00:00:00.000000,719.0,Toomas,Markus,,4596.0,1994-07-26 22:02:37.054267,5177.0,2019-11-01 22:02:37.054267,,8
2914,39308269484,Vello,Rätsep,,19,100,100,,100,Dmitri,Vello,532,537,,MEES,1993-08-26 22:02:37.054267,,,1994-06-24 22:02:37.054267,557.0,Vello,Rätsep,,2173.0,1993-08-26 22:02:37.054267,,,,11
2915,46702105492,Eve,Mets,,14,100,100,,100,Oleg,Eve,532,537,,NAINE,1967-02-10 22:02:37.054267,,,2006-10-22 00:00:00.000000,792.0,Eve,Mets,,2993.0,1967-02-10 22:02:37.054267,,,,41
2916,52004102458,Dmitri,Järv,,2,196,196,,196,Alexander,Dmitri,532,537,,MEES,2020-04-10 22:02:37.054267,2020-10-01 22:02:37.054267,,2000-11-09 00:00:00.000000,442.0,Dmitri,Järv,,3642.0,2020-04-10 22:02:37.054267,,,,26
2917,62405066523,Valentina,Voronin,,2,100,100,,100,Martin,Valentina,532,537,,NAINE,2024-05-06 22:02:37.054267,,,2019-12-28 00:00:00.000000,255.0,Valentina,Voronin,,5990.0,2024-05-06 22:02:37.054267,4274.0,2024-11-10 22:02:37.054267,,3
2918,38109164215,Jüri,Kass,,28,100,100,,100,Maksim,Jüri,532,537,,MEES,1981-09-16 22:02:37.054267,,,1990-01-01 00:00:00.000000,857.0,Jüri,Kass,,551.0,1981-09-16 22:02:37.054267,5460.0,2005-06-03 22:02:37.054267,,44
2919,61909114750,Tiina,Vlassov,,2,245,245,,245,Ivan,Tiina,532,537,,NAINE,2019-09-11 22:02:37.054267,2020-02-26 22:02:37.054267,2024-07-13 22:02:37.054267,2019-06-03 22:02:37.054267,784.0,Tiina,Vlassov,,2498.0,2019-09-11 22:02:37.054267,,,,42
2920,49208052614,Nina,Aasa,,28,210,210,,210,Mihhail,Nina,532,537,,NAINE,1992-08-05 22:02:37.054267,1994-01-06 22:02:37.054267,2019-09-16 22:02:37.054267,1994-01-06 22:02:37.054267,245.0,Nina,Aasa,,4490.0,1992-08-05 22:02:37.054267,3669.0,2021-09-14 22:02:37.054267,,15
2921,60402279007,Kristi,Pulk,,14,125,125,,125,Martin,Kristi,532,537,,NAINE,2004-02-27 22:02:37.054267,2016-01-29 22:02:37.054267,,1996-06-12 00:00:00.000000,205.0,Kristi,Pulk,,4057.0,2004-02-27 22:02:37.054267,,,,29
2922,52304011924,Mati,Lukk,,2,100,100,,100,Nikolai,Mati,532,537,,MEES,2023-04-01 22:02:37.054267,,,2011-05-24 00:00:00.000000,145.0,Mati,Lukk,,4677.0,2023-04-01 22:02:37.054267,4431.0,2025-01-05 22:02:37.054267,,6
2923,52110301213,Siim,Unt,,2,254,254,,254,Juri,Siim,532,537,,MEES,2021-10-30 22:02:37.054267,2024-02-04 22:02:37.054267,,2024-02-04 22:02:37.054267,442.0,Siim,Unt,,2368.0,2021-10-30 22:02:37.054267,642.0,2025-01-30 22:02:37.054267,,14
2924,39409266473,Sergey,Jürgens,,25,100,100,,100,Alexander,Sergey,532,537,,MEES,1994-09-26 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Sergey,Jürgens,,4298.0,1994-09-26 22:02:37.054267,1162.0,2013-01-24 22:02:37.054267,,31
2925,51003062280,Margus,Ott,,10,100,100,,100,Viktor,Margus,532,537,,MEES,2010-03-06 22:02:37.054267,,,2024-07-04 22:02:37.054267,663.0,Margus,Ott,,2657.0,2010-03-06 22:02:37.054267,,,,43
2926,39308185230,Sergey,Kikkas,,28,181,181,,181,Raivo,Sergey,532,537,,MEES,1993-08-18 22:02:37.054267,2004-07-14 22:02:37.054267,,2004-04-08 00:00:00.000000,806.0,Sergey,Kikkas,,6495.0,1993-08-18 22:02:37.054267,2572.0,2017-07-17 22:02:37.054267,,5
2927,62209151357,Tiiu,Härm,,2,100,100,,100,Siim,Tiiu,532,537,,NAINE,2022-09-15 22:02:37.054267,,,2014-12-05 00:00:00.000000,903.0,Tiiu,Härm,,3291.0,2022-09-15 22:02:37.054267,,,,3
2928,46006132222,Merike,Põldmaa,2013-06-17 22:02:37.054267,19,188,188,,188,Juri,Merike,533,539,,NAINE,1960-06-13 22:02:37.054267,1978-03-02 22:02:37.054267,,2013-02-22 00:00:00.000000,714.0,Merike,Põldmaa,,5409.0,1960-06-13 22:02:37.054267,268.0,1979-06-22 22:02:37.054267,,13
2929,39104065481,Toomas,Žukov,,28,88,88,,88,Alexander,Toomas,532,537,,MEES,1991-04-06 22:02:37.054267,2023-12-19 22:02:37.054267,,2023-12-19 22:02:37.054267,205.0,Toomas,Žukov,,2744.0,1991-04-06 22:02:37.054267,,,,2
2930,60105215740,Natalja,Raamat,,28,100,100,,100,Valeri,Natalja,532,537,,NAINE,2001-05-21 22:02:37.054267,,,2014-11-09 00:00:00.000000,441.0,Natalja,Raamat,,1963.0,2001-05-21 22:02:37.054267,,,,22
2931,37303214914,Valeri,Niit,,19,100,100,,100,Mihhail,Valeri,532,537,,MEES,1973-03-21 22:02:37.054267,,,1990-01-01 00:00:00.000000,824.0,Valeri,Niit,,5949.0,1973-03-21 22:02:37.054267,4453.0,2020-11-09 22:02:37.054267,,38
2932,60207288826,Kadri,Filatov,,14,100,100,,100,Peeter,Kadri,532,537,,NAINE,2002-07-28 22:02:37.054267,,,2023-09-22 22:02:37.054267,714.0,Kadri,Filatov,,6366.0,2002-07-28 22:02:37.054267,,,,44
2933,47310072311,Elena,Tuul,,25,100,100,,100,Marko,Elena,532,537,,NAINE,1973-10-07 22:02:37.054267,,,2019-01-31 00:00:00.000000,624.0,Elena,Tuul,,4545.0,1973-10-07 22:02:37.054267,5931.0,1994-09-17 22:02:37.054267,,7
2934,42712285131,Svetlana,Pärn,,14,100,100,,100,Vello,Svetlana,532,537,,NAINE,1927-12-28 22:02:37.054267,,,2016-06-17 00:00:00.000000,714.0,Svetlana,Pärn,,1374.0,1927-12-28 22:02:37.054267,4138.0,1981-08-23 22:02:37.054267,,6
2935,50201114961,Nikolai,Püvi,,25,100,100,,100,Mihkel,Nikolai,532,537,,MEES,2002-01-11 22:02:37.054267,,,,272.0,Nikolai,Püvi,,6142.0,2002-01-11 22:02:37.054267,2766.0,2007-04-01 22:02:37.054267,,6
2936,46605246596,Tamara,Raag,,25,100,100,,100,Mihkel,Tamara,532,537,,NAINE,1966-05-24 22:02:37.054267,,,2003-04-07 00:00:00.000000,725.0,Tamara,Raag,,4418.0,1966-05-24 22:02:37.054267,,,,33
2937,43306294476,Eve,Karpov,,25,203,203,,203,Peeter,Eve,532,537,,NAINE,1933-06-29 22:02:37.054267,1947-05-16 22:02:37.054267,,2020-12-02 00:00:00.000000,255.0,Eve,Karpov,,3877.0,1933-06-29 22:02:37.054267,4919.0,2006-10-14 22:02:37.054267,,18
2938,62010209174,Anna,Müür,,2,100,100,,100,Sergei,Anna,532,537,,NAINE,2020-10-20 22:02:37.054267,,,,725.0,Anna,Müür,,818.0,2020-10-20 22:02:37.054267,,,,49
2939,38605236776,Marek,Mändla,,19,100,100,,100,Peeter,Marek,532,537,,MEES,1986-05-23 22:02:37.054267,,,,719.0,Marek,Mändla,,6499.0,1986-05-23 22:02:37.054267,236.0,1996-11-12 22:02:37.054267,,6
2940,49710146793,Jelena,Ivask,,28,100,100,,100,Juri,Jelena,532,537,,NAINE,1997-10-14 22:02:37.054267,,,1993-01-16 00:00:00.000000,793.0,Jelena,Ivask,,592.0,1997-10-14 22:02:37.054267,4490.0,2009-07-14 22:02:37.054267,,20
2941,60010088166,Tatjana,Koval,,31,116,116,,116,Raivo,Tatjana,532,537,,NAINE,2000-10-08 22:02:37.054267,2018-12-07 22:02:37.054267,,,486.0,Tatjana,Koval,,5745.0,2000-10-08 22:02:37.054267,,,,1
2942,52304026220,Oleg,Ader,,2,100,100,,100,Nikolai,Oleg,532,537,,MEES,2023-04-02 22:02:37.054267,,,2011-03-13 00:00:00.000000,784.0,Oleg,Ader,,1610.0,2023-04-02 22:02:37.054267,2620.0,2024-08-03 22:02:37.054267,,10
2943,44103106832,Merike,Kesküla,,34,100,100,,100,Valeri,Merike,532,537,,NAINE,1941-03-10 22:02:37.054267,,,1990-01-01 00:00:00.000000,899.0,Merike,Kesküla,,5343.0,1941-03-10 22:02:37.054267,,,,25
2944,62002063991,Tiina,Ott,,2,100,100,,100,Sander,Tiina,532,537,,NAINE,2020-02-06 22:02:37.054267,,,1999-11-02 00:00:00.000000,834.0,Tiina,Ott,,6799.0,2020-02-06 22:02:37.054267,,,,1
2945,52107148028,Mihhail,Vaino,,2,100,100,,100,Tõnu,Mihhail,532,537,,MEES,2021-07-14 22:02:37.054267,,,2002-06-08 00:00:00.000000,857.0,Mihhail,Vaino,,5944.0,2021-07-14 22:02:37.054267,,,,41
2946,49108013597,Tiina,Saveljev,,22,100,100,,100,Raivo,Tiina,532,537,,NAINE,1991-08-01 22:02:37.054267,,,2017-01-24 22:02:37.054267,586.0,Tiina,Saveljev,,2665.0,1991-08-01 22:02:37.054267,,,,14
2947,38507302968,Mihhail,Lehtmets,,25,100,100,,100,Mati,Mihhail,532,537,,MEES,1985-07-30 22:02:37.054267,,,1993-05-28 00:00:00.000000,557.0,Mihhail,Lehtmets,,2009.0,1985-07-30 22:02:37.054267,5152.0,2024-04-22 22:02:37.054267,,50
2948,39410284195,Roman,Mäeots,,22,272,272,,272,Aleksander,Roman,532,537,,MEES,1994-10-28 22:02:37.054267,2012-04-25 22:02:37.054267,,2012-04-25 22:02:37.054267,917.0,Roman,Mäeots,,5546.0,1994-10-28 22:02:37.054267,,,,32
2949,62008274456,Ene,Sepp,,2,100,100,,100,Igor,Ene,532,537,,NAINE,2020-08-27 22:02:37.054267,,,,784.0,Ene,Sepp,,3496.0,2020-08-27 22:02:37.054267,1065.0,2024-12-07 22:02:37.054267,,29
2950,51311028898,Igor,Filatov,,10,100,100,,100,Pavel,Igor,532,537,,MEES,2013-11-02 22:02:37.054267,,,1990-01-01 00:00:00.000000,725.0,Igor,Filatov,,4210.0,2013-11-02 22:02:37.054267,5695.0,2022-11-24 22:02:37.054267,,15
2951,52210021117,Vladimir,Moroz,,2,73,73,,73,Sergei,Vladimir,532,537,,MEES,2022-10-02 22:02:37.054267,2024-12-26 22:02:37.054267,,2007-06-14 00:00:00.000000,480.0,Vladimir,Moroz,,6257.0,2022-10-02 22:02:37.054267,734.0,2022-10-13 22:02:37.054267,,3
2952,44003086051,Merike,Novikov,,14,66,66,,66,Martin,Merike,532,537,,NAINE,1940-03-08 22:02:37.054267,1971-04-16 22:02:37.054267,,1997-09-09 00:00:00.000000,528.0,Merike,Novikov,,6388.0,1940-03-08 22:02:37.054267,,,,13
2953,61906036292,Galina,Paap,,2,100,100,,100,Toomas,Galina,532,537,,NAINE,2019-06-03 22:02:37.054267,,,2013-11-11 00:00:00.000000,834.0,Galina,Paap,,4183.0,2019-06-03 22:02:37.054267,,,,33
2954,45601266505,Tamara,Sergejev,,28,100,100,,100,Tõnu,Tamara,532,537,,NAINE,1956-01-26 22:02:37.054267,,,2003-01-15 00:00:00.000000,198.0,Tamara,Sergejev,,5936.0,1956-01-26 22:02:37.054267,2100.0,2013-09-07 22:02:37.054267,,50
2955,39302179588,Margus,Johanson,,22,100,100,,100,Aleksander,Margus,532,537,,MEES,1993-02-17 22:02:37.054267,,,,653.0,Margus,Johanson,,4280.0,1993-02-17 22:02:37.054267,,,,22
2956,46109135074,Tamara,Nikolaev,,19,100,100,,100,Meelis,Tamara,532,537,,NAINE,1961-09-13 22:02:37.054267,,,2003-07-30 00:00:00.000000,903.0,Tamara,Nikolaev,,653.0,1961-09-13 22:02:37.054267,6245.0,1966-05-17 22:02:37.054267,,9
2957,48211232836,Ljudmila,Paju,,25,100,100,,100,Martin,Ljudmila,532,537,,NAINE,1982-11-23 22:02:37.054267,,,2002-07-22 00:00:00.000000,784.0,Ljudmila,Paju,,3412.0,1982-11-23 22:02:37.054267,1305.0,2012-12-18 22:02:37.054267,,3
2958,49612022582,Merike,Saar,,34,100,100,,100,Jaanus,Merike,532,537,,NAINE,1996-12-02 22:02:37.054267,,,1990-01-01 00:00:00.000000,431.0,Merike,Saar,,4894.0,1996-12-02 22:02:37.054267,143.0,2015-06-13 22:02:37.054267,,34
2959,60701045858,Kristi,Muru,,14,243,243,,243,Margus,Kristi,532,537,,NAINE,2007-01-04 22:02:37.054267,2020-11-26 22:02:37.054267,,,255.0,Kristi,Muru,,4760.0,2007-01-04 22:02:37.054267,,,,9
2960,51903278164,Urmas,Nuut,,2,100,100,,100,Sergey,Urmas,532,537,,MEES,2019-03-27 22:02:37.054267,,,2020-01-12 00:00:00.000000,653.0,Urmas,Nuut,,1703.0,2019-03-27 22:02:37.054267,1495.0,2021-10-03 22:02:37.054267,,34
2961,33612103047,Jevgeni,Vain,,25,100,100,,100,Andrei,Jevgeni,532,537,,MEES,1936-12-10 22:02:37.054267,,,2013-10-18 00:00:00.000000,792.0,Jevgeni,Vain,,3815.0,1936-12-10 22:02:37.054267,,,,1
2962,43010284018,Katrin,Klein,,14,100,100,,100,Tiit,Katrin,532,537,,NAINE,1930-10-28 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Katrin,Klein,,1879.0,1930-10-28 22:02:37.054267,,,,29
2963,61902262049,Marina,Luts,2022-11-10 22:02:37.054267,2,100,100,,100,Valeri,Marina,533,539,,NAINE,2019-02-26 22:02:37.054267,,,2020-06-07 00:00:00.000000,796.0,Marina,Luts,,6096.0,2019-02-26 22:02:37.054267,,,,10
2964,47302073453,Ljubov,Semenov,,22,100,100,,100,Siim,Ljubov,532,537,,NAINE,1973-02-07 22:02:37.054267,,,2004-07-27 00:00:00.000000,338.0,Ljubov,Semenov,,1847.0,1973-02-07 22:02:37.054267,733.0,2020-12-29 22:02:37.054267,,12
2965,50707255073,Jüri,Palu,,22,100,100,,100,Tiit,Jüri,532,537,,MEES,2007-07-25 22:02:37.054267,,,,907.0,Jüri,Palu,,2574.0,2007-07-25 22:02:37.054267,,,,48
2966,38705094650,Indrek,Põllu,,28,100,100,,100,Toomas,Indrek,532,537,,MEES,1987-05-09 22:02:37.054267,,,,511.0,Indrek,Põllu,,5425.0,1987-05-09 22:02:37.054267,1947.0,2019-12-05 22:02:37.054267,,37
2967,34410042322,Tiit,Truu,,31,100,100,,100,Dmitri,Tiit,532,537,,MEES,1944-10-04 22:02:37.054267,,,2017-03-25 00:00:00.000000,796.0,Tiit,Truu,,6855.0,1944-10-04 22:02:37.054267,1029.0,1944-11-12 22:02:37.054267,,45
2968,47512101809,Natalia,Klaas,,34,100,100,,100,Tõnu,Natalia,532,537,,NAINE,1975-12-10 22:02:37.054267,,,,784.0,Natalia,Klaas,,6841.0,1975-12-10 22:02:37.054267,1433.0,2011-05-26 22:02:37.054267,,5
2969,46208043427,Marina,Naumov,,34,100,100,,100,Aivar,Marina,532,537,,NAINE,1962-08-04 22:02:37.054267,,,1990-01-01 00:00:00.000000,283.0,Marina,Naumov,,5162.0,1962-08-04 22:02:37.054267,6413.0,2015-03-13 22:02:37.054267,,39
2970,61803166148,Riina,Kasak,,10,100,100,,100,Jaan,Riina,532,537,,NAINE,2018-03-16 22:02:37.054267,,,2019-09-05 00:00:00.000000,714.0,Riina,Kasak,,3056.0,2018-03-16 22:02:37.054267,5114.0,2019-07-05 22:02:37.054267,,18
2971,61608063298,Kristiina,Zujev,,10,274,274,,274,Rein,Kristiina,532,537,,NAINE,2016-08-06 22:02:37.054267,2019-02-13 22:02:37.054267,,,725.0,Kristiina,Zujev,,117.0,2016-08-06 22:02:37.054267,5995.0,2023-10-02 22:02:37.054267,,5
2972,43312245419,Julia,Nikitin,,25,212,212,,212,Siim,Julia,532,537,,NAINE,1933-12-24 22:02:37.054267,2015-03-11 22:02:37.054267,,1990-08-03 00:00:00.000000,668.0,Julia,Nikitin,,1104.0,1933-12-24 22:02:37.054267,6345.0,1936-04-23 22:02:37.054267,,35
2973,49201093915,Tiina,Roos,,28,100,100,,100,Tarmo,Tiina,532,537,,NAINE,1992-01-09 22:02:37.054267,,,1996-05-17 00:00:00.000000,502.0,Tiina,Roos,,1418.0,1992-01-09 22:02:37.054267,4812.0,2020-06-03 22:02:37.054267,,43
2974,32609032113,Ivan,Kriisa,,14,171,171,,171,Pavel,Ivan,532,537,,MEES,1926-09-03 22:02:37.054267,1965-10-22 22:02:37.054267,,1990-01-01 00:00:00.000000,784.0,Ivan,Kriisa,,3971.0,1926-09-03 22:02:37.054267,4355.0,1934-04-11 22:02:37.054267,,14
2975,60206292016,Tiina,Leis,2004-03-17 22:02:37.054267,25,100,100,,100,Mati,Tiina,533,539,,NAINE,2002-06-29 22:02:37.054267,,,,698.0,Tiina,Leis,,227.0,2002-06-29 22:02:37.054267,,,,7
2976,52004231469,Siim,Hallik,,2,100,100,,100,Raivo,Siim,532,537,,MEES,2020-04-23 22:02:37.054267,,,2011-01-24 00:00:00.000000,890.0,Siim,Hallik,,6446.0,2020-04-23 22:02:37.054267,,,,46
2977,52211272095,Sergei,Vasiliev,,2,100,100,,100,Jaanus,Sergei,532,537,,MEES,2022-11-27 22:02:37.054267,,,2018-11-14 00:00:00.000000,793.0,Sergei,Vasiliev,,6300.0,2022-11-27 22:02:37.054267,,,,44
