IDokID,IsID,DokID,IDokIsikukood,IDokEesnimi,IDokPerenimi,IDokVanaEesnimi,IDokVanaPerenimi,IDokVanaIsikukood,IDokIsanimi,KdIDIsikuRoll,AsID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv
6580,449,2338,52412292520,Viktor,Sergejev,,,,Marko,Mingi roll,11,185.0,2023-11-13,,,
6581,449,2339,52412292520,Viktor,Sergejev,,,,Marko,Mingi roll,13,16.0,2005-11-03,,,
6582,449,8547,52412292520,Viktor,Sergejev,,,,Marko,Mingi roll,8,128.0,2009-04-06,,,
6583,449,13547,52412292520,Viktor,Sergejev,,,,Marko,Mingi roll,25,191.0,2024-10-13,,,
6584,449,18547,52412292520,Viktor,Sergejev,,,,Marko,Mingi roll,33,313.0,2012-08-25,168.0,2021-06-30,
6585,1208,2340,52412296607,Alexander,Raamat,,,,Igor,Mingi roll,18,289.0,2023-08-11,,,
6586,1208,2341,52412296607,Alexander,Raamat,,,,Igor,Mingi roll,8,74.0,2007-01-05,,,
6587,1208,9306,52412296607,Alexander,Raamat,,,,Igor,Mingi roll,1,45.0,2005-09-09,,,
6588,1208,14306,52412296607,Alexander,Raamat,,,,Igor,Mingi roll,39,298.0,2001-07-20,78.0,2014-06-04,
6589,1208,19306,52412296607,Alexander,Raamat,,,,Igor,Mingi roll,45,82.0,2015-01-16,93.0,2022-01-02,
6590,450,2342,43406131898,Katrin,Gusev,,,,Jaanus,Mingi roll,44,49.0,2018-02-24,290.0,2021-09-11,
6591,450,2343,43406131898,Katrin,Gusev,,,,Jaanus,Mingi roll,24,239.0,2025-04-18,,,
6592,450,8548,43406131898,Katrin,Gusev,,,,Jaanus,Mingi roll,21,63.0,2019-05-21,,,
6593,450,13548,43406131898,Katrin,Gusev,,,,Jaanus,Mingi roll,10,99.0,2002-07-08,269.0,2012-04-17,
6594,450,18548,43406131898,Katrin,Gusev,Vana-Katrin,Vana-Gusev,OLD-9605,Jaanus,Mingi roll,6,9.0,2017-02-13,333.0,2019-03-17,
6595,2798,2344,50609206137,Siim,Mölder,,,,Peeter,Mingi roll,39,9.0,2000-06-13,30.0,2010-06-02,
6596,2798,10896,50609206137,Siim,Mölder,,,,Peeter,Mingi roll,47,296.0,2013-02-09,,,
6597,2798,15896,50609206137,Siim,Mölder,,,,Peeter,Mingi roll,14,85.0,2002-06-11,110.0,2006-06-26,
6598,2798,20896,50609206137,Siim,Mölder,,,,Peeter,Mingi roll,38,274.0,2005-08-07,,,
6599,452,2345,52409197211,Aleksandr,Ossipov,,,,Aivar,Mingi roll,31,99.0,2005-09-07,110.0,2021-01-15,
6600,452,8550,52409197211,Aleksandr,Ossipov,,,,Aivar,Mingi roll,33,317.0,2005-02-21,84.0,2017-01-15,
6601,452,13550,52409197211,Aleksandr,Ossipov,,,,Aivar,Mingi roll,18,246.0,2018-02-11,145.0,2023-06-22,
6602,452,18550,52409197211,Aleksandr,Ossipov,,,,Aivar,Mingi roll,8,283.0,2019-05-26,99.0,2021-12-13,
6603,1310,2346,37303294654,Artur,Hein,,,,Pavel,Mingi roll,27,166.0,2000-02-03,79.0,2004-11-10,
6604,1310,9408,37303294654,Artur,Hein,,,,Pavel,Mingi roll,38,104.0,2015-12-15,,,
6605,1310,14408,37303294654,Artur,Hein,,,,Pavel,Mingi roll,8,84.0,2017-11-09,,,
6606,1310,19408,37303294654,Artur,Hein,,,,Pavel,Mingi roll,7,310.0,2012-01-25,80.0,2022-06-08,
6607,453,2347,60105094371,Kadri,Miller,,,,Juri,Mingi roll,23,1.0,2003-09-07,59.0,2012-02-08,
6608,453,8551,60105094371,Kadri,Miller,,,,Juri,Mingi roll,6,128.0,2008-10-13,97.0,2015-03-20,
6609,453,13551,60105094371,Kadri,Miller,,,,Juri,Mingi roll,4,160.0,2003-04-30,180.0,2015-12-05,
6610,453,18551,60105094371,Kadri,Miller,,,,Juri,Mingi roll,20,127.0,2010-02-15,233.0,2015-02-23,2015-02-23
6611,4136,2348,51504046804,Artur,Meier,,,,Valeri,Mingi roll,13,179.0,2008-09-18,262.0,2011-07-24,
6612,4136,12234,51504046804,Artur,Meier,,,,Valeri,Mingi roll,21,183.0,2017-02-09,68.0,2019-03-26,
6613,4136,17234,51504046804,Artur,Meier,,,,Valeri,Mingi roll,2,255.0,2023-12-04,22.0,2025-01-26,
6614,4136,22234,51504046804,Artur,Meier,,,,Valeri,Mingi roll,19,246.0,2010-06-01,,,
6615,454,2349,33404088563,Maksim,Fedorov,,,,Aivar,Mingi roll,47,72.0,2007-09-22,,,
6616,454,2350,33404088563,Maksim,Fedorov,,,,Aivar,Mingi roll,1,210.0,2002-12-29,,,
6617,454,8552,33404088563,Maksim,Fedorov,,,,Aivar,Mingi roll,44,325.0,2012-03-28,134.0,2014-12-30,
6618,454,13552,33404088563,Maksim,Fedorov,,,,Aivar,Mingi roll,37,1.0,2016-05-15,,,
6619,454,18552,33404088563,Maksim,Fedorov,,,,Aivar,Mingi roll,29,242.0,2012-01-05,204.0,2020-02-02,
6620,2493,2351,36207032052,Urmas,Koit,,,,Toomas,Mingi roll,27,248.0,2018-02-15,,,
6621,2493,2352,36207032052,Urmas,Koit,,,,Toomas,Mingi roll,9,299.0,2005-11-23,,,
6622,2493,2353,36207032052,Urmas,Koit,,,,Toomas,Mingi roll,24,289.0,2023-08-11,,,
6623,2493,10591,36207032052,Urmas,Koit,,,,Toomas,Mingi roll,41,108.0,2008-11-26,224.0,2018-12-29,
6624,2493,15591,36207032052,Urmas,Koit,,,,Toomas,Mingi roll,8,98.0,2019-08-03,,,
6625,2493,20591,36207032052,Urmas,Koit,,,,Toomas,Mingi roll,44,237.0,2010-11-14,,,
6626,903,2354,50401246962,Siim,Laane,,,,Mihkel,Mingi roll,4,125.0,2018-07-07,,,
6627,903,2355,50401246962,Siim,Laane,,,,Mihkel,Mingi roll,46,34.0,2008-09-21,,,
6628,903,2356,50401246962,Siim,Laane,,,,Mihkel,Mingi roll,1,121.0,2003-01-19,184.0,2014-07-17,
6629,903,9001,50401246962,Siim,Laane,,,,Mihkel,Mingi roll,34,228.0,2007-11-03,246.0,2016-04-03,
6630,903,14001,50401246962,Siim,Laane,,,,Mihkel,Mingi roll,45,138.0,2014-06-02,279.0,2015-10-15,
6631,903,19001,50401246962,Siim,Laane,,,,Mihkel,Mingi roll,17,69.0,2004-06-03,190.0,2014-01-15,2014-01-15
6632,1243,2357,39706104076,Juri,Toom,,,,Pavel,Mingi roll,23,192.0,2013-06-13,,,
6633,1243,2358,39706104076,Juri,Toom,,,,Pavel,Mingi roll,21,151.0,2009-12-03,328.0,2023-05-19,
6634,1243,2359,39706104076,Juri,Toom,,,,Pavel,Mingi roll,3,170.0,2006-12-08,,,
6635,1243,9341,39706104076,Juri,Toom,,,,Pavel,Mingi roll,49,106.0,2000-08-20,,,
6636,1243,14341,39706104076,Juri,Toom,,,,Pavel,Mingi roll,17,196.0,2001-11-01,94.0,2020-09-25,
6637,1243,19341,39706104076,Juri,Toom,,,,Pavel,Mingi roll,42,184.0,2007-01-14,322.0,2017-04-25,
6638,1635,2360,60608288988,Eve,Anton,,,,Jevgeni,Mingi roll,12,96.0,2016-09-17,270.0,2018-04-16,
6639,1635,2361,60608288988,Eve,Anton,,,,Jevgeni,Mingi roll,21,176.0,2015-05-17,15.0,2021-07-23,
6640,1635,2362,60608288988,Eve,Anton,,,,Jevgeni,Mingi roll,40,161.0,2007-08-11,,,
6641,1635,9733,60608288988,Eve,Anton,,,,Jevgeni,Mingi roll,38,162.0,2014-11-11,,,
6642,1635,14733,60608288988,Eve,Anton,,,,Jevgeni,Mingi roll,35,270.0,2008-11-15,,,
6643,1635,19733,60608288988,Eve,Anton,,,,Jevgeni,Mingi roll,34,340.0,2002-10-20,69.0,2008-11-20,
6644,4817,2363,52004127551,Andrei,Roots,,,,Dmitri,Mingi roll,17,103.0,2020-05-15,,,
6645,4817,2364,52004127551,Andrei,Roots,,,,Dmitri,Mingi roll,38,156.0,2024-07-18,247.0,2024-11-11,
6646,4817,12915,52004127551,Andrei,Roots,,,,Dmitri,Mingi roll,48,216.0,2004-01-16,,,
6647,4817,17915,52004127551,Andrei,Roots,,,,Dmitri,Mingi roll,11,263.0,2006-12-06,,,
6648,4817,22915,52004127551,Andrei,Roots,,,,Dmitri,Mingi roll,30,191.0,2002-12-19,,,
6649,2475,2365,39402269063,Aleksei,Järv,,,,Sergei,Mingi roll,13,127.0,2000-02-05,323.0,2007-08-28,2007-08-28
6650,2475,10573,39402269063,Aleksei,Järv,,,,Sergei,Mingi roll,34,214.0,2009-09-15,126.0,2013-08-19,
6651,2475,15573,39402269063,Aleksei,Järv,Vana-Aleksei,Vana-Järv,OLD-9170,Sergei,Mingi roll,29,342.0,2024-05-09,182.0,2025-04-03,
6652,2475,20573,39402269063,Aleksei,Järv,,,,Sergei,Mingi roll,32,274.0,2010-09-21,,,
6653,4298,2366,49809038266,Kadri,Põld,,,,Marek,Mingi roll,41,329.0,2010-04-08,,,
6654,4298,2367,49809038266,Kadri,Põld,,,,Marek,Mingi roll,4,327.0,2013-02-05,,,
6655,4298,12396,49809038266,Kadri,Põld,,,,Marek,Mingi roll,38,42.0,2022-11-08,255.0,2023-12-04,
6656,4298,17396,49809038266,Kadri,Põld,,,,Marek,Mingi roll,5,310.0,2005-05-13,,,
6657,4298,22396,49809038266,Kadri,Põld,,,,Marek,Mingi roll,36,112.0,2023-05-02,80.0,2023-11-17,
6658,455,2368,61705297596,Ene,Jakobson,,,,Peeter,Mingi roll,13,80.0,2014-05-03,321.0,2024-12-11,
6659,455,2369,61705297596,Ene,Jakobson,,,,Peeter,Mingi roll,43,195.0,2017-06-03,,,
6660,455,8553,61705297596,Ene,Jakobson,,,,Peeter,Mingi roll,11,1.0,2001-05-25,,,
6661,455,13553,61705297596,Ene,Jakobson,,,,Peeter,Mingi roll,25,87.0,2011-06-06,39.0,2019-10-11,
6662,455,18553,61705297596,Ene,Jakobson,,,,Peeter,Mingi roll,37,329.0,2000-04-02,72.0,2016-08-02,2016-08-02
6663,621,2370,51803191995,Roman,Vinogradov,,,,Vladimir,Mingi roll,13,275.0,2017-12-26,,,
6664,621,2371,51803191995,Roman,Vinogradov,,,,Vladimir,Mingi roll,40,79.0,2002-03-05,,,
6665,621,8719,51803191995,Roman,Vinogradov,,,,Vladimir,Mingi roll,14,31.0,2018-07-29,63.0,2024-08-11,
6666,621,13719,51803191995,Roman,Vinogradov,,,,Vladimir,Mingi roll,16,78.0,2021-09-01,162.0,2023-04-07,
6667,621,18719,51803191995,Roman,Vinogradov,,,,Vladimir,Mingi roll,49,234.0,2001-06-27,182.0,2024-03-11,
6668,1798,2372,51909172086,Ants,Kilk,,,,Jaan,Mingi roll,42,323.0,2007-08-28,158.0,2016-02-07,
6669,1798,2373,51909172086,Ants,Kilk,,,,Jaan,Mingi roll,46,300.0,2015-04-25,,,
6670,1798,9896,51909172086,Ants,Kilk,,,,Jaan,Mingi roll,36,181.0,2000-07-28,,,
6671,1798,14896,51909172086,Ants,Kilk,,,,Jaan,Mingi roll,8,80.0,2010-08-16,,,
6672,1798,19896,51909172086,Ants,Kilk,,,,Jaan,Mingi roll,31,273.0,2012-07-26,,,
6673,456,2374,43404217502,Anneli,Järv,,,,Toomas,Mingi roll,1,133.0,2015-05-10,,,
6674,456,2375,43404217502,Anneli,Järv,,,,Toomas,Mingi roll,8,154.0,2015-07-31,,,
6675,456,2376,43404217502,Anneli,Järv,,,,Toomas,Mingi roll,38,237.0,2007-04-14,263.0,2013-03-25,2013-03-25
6676,456,8554,43404217502,Anneli,Järv,,,,Toomas,Mingi roll,45,21.0,2001-03-14,,,
6677,456,13554,43404217502,Anneli,Järv,,,,Toomas,Mingi roll,14,7.0,2014-06-01,73.0,2017-04-10,
6678,456,18554,43404217502,Anneli,Järv,,,,Toomas,Mingi roll,41,231.0,2006-05-04,235.0,2009-05-05,
6679,4660,2377,32910194327,Maksim,Jaanus,Vana-Maksim,Vana-Jaanus,OLD-1748,Ants,Mingi roll,46,227.0,2023-10-22,,,
6680,4660,2378,32910194327,Maksim,Jaanus,,,,Ants,Mingi roll,34,117.0,2005-09-21,263.0,2022-12-10,
6681,4660,2379,32910194327,Maksim,Jaanus,,,,Ants,Mingi roll,42,110.0,2007-08-10,,,
6682,4660,12758,32910194327,Maksim,Jaanus,,,,Ants,Mingi roll,13,344.0,2014-10-10,,,
6683,4660,17758,32910194327,Maksim,Jaanus,,,,Ants,Mingi roll,13,199.0,2000-10-05,158.0,2005-08-03,
6684,4660,22758,32910194327,Maksim,Jaanus,,,,Ants,Mingi roll,18,245.0,2013-09-11,116.0,2020-01-07,
6685,1004,2380,51003246115,Jaan,Kasak,,,,Raivo,Mingi roll,27,253.0,2019-05-12,,,
6686,1004,2381,51003246115,Jaan,Kasak,,,,Raivo,Mingi roll,21,228.0,2023-03-09,83.0,2025-03-27,
6687,1004,2382,51003246115,Jaan,Kasak,,,,Raivo,Mingi roll,11,301.0,2007-05-31,342.0,2008-07-06,
6688,1004,9102,51003246115,Jaan,Kasak,,,,Raivo,Mingi roll,8,306.0,2008-12-26,35.0,2010-05-13,
6689,1004,14102,51003246115,Jaan,Kasak,,,,Raivo,Mingi roll,40,28.0,2023-05-11,,,
6690,1004,19102,51003246115,Jaan,Kasak,,,,Raivo,Mingi roll,7,48.0,2013-08-06,278.0,2020-10-13,
6691,3937,2383,51506144948,Oleg,Püvi,,,,Sergei,Mingi roll,12,196.0,2017-03-20,242.0,2017-09-11,
6692,3937,2384,51506144948,Oleg,Püvi,,,,Sergei,Mingi roll,24,36.0,2022-02-10,15.0,2024-06-01,2024-06-01
6693,3937,2385,51506144948,Oleg,Püvi,,,,Sergei,Mingi roll,47,66.0,2012-10-16,74.0,2014-10-13,
6694,3937,12035,51506144948,Oleg,Püvi,,,,Sergei,Mingi roll,38,247.0,2008-04-04,,,
6695,3937,17035,51506144948,Oleg,Püvi,,,,Sergei,Mingi roll,5,216.0,2024-02-11,,,
6696,3937,22035,51506144948,Oleg,Püvi,Vana-Oleg,Vana-Püvi,OLD-4070,Sergei,Mingi roll,25,23.0,2016-11-02,107.0,2023-08-14,
6697,4553,2386,47010198739,Tiina,Abramov,,,,Urmas,Mingi roll,11,66.0,2021-09-13,,,
6698,4553,2387,47010198739,Tiina,Abramov,,,,Urmas,Mingi roll,45,337.0,2016-10-27,249.0,2022-02-12,
6699,4553,2388,47010198739,Tiina,Abramov,,,,Urmas,Mingi roll,11,36.0,2016-09-12,293.0,2024-05-02,2024-05-02
6700,4553,12651,47010198739,Tiina,Abramov,,,,Urmas,Mingi roll,27,190.0,2023-11-01,,,
6701,4553,17651,47010198739,Tiina,Abramov,,,,Urmas,Mingi roll,23,23.0,2024-08-27,,,
6702,4553,22651,47010198739,Tiina,Abramov,,,,Urmas,Mingi roll,49,56.0,2017-09-27,318.0,2018-01-01,
6703,457,2389,37011085023,Urmas,Ots,,,,Jaan,Mingi roll,27,208.0,2008-03-07,,,
6704,457,8555,37011085023,Urmas,Ots,,,,Jaan,Mingi roll,4,299.0,2009-07-22,,,
6705,457,13555,37011085023,Urmas,Ots,,,,Jaan,Mingi roll,31,45.0,2016-12-28,,,
6706,457,18555,37011085023,Urmas,Ots,,,,Jaan,Mingi roll,9,34.0,2024-08-01,,,
6707,3203,2390,49907213240,Julia,Pärnpuu,,,,Viktor,Mingi roll,4,270.0,2007-10-22,,,
6708,3203,11301,49907213240,Julia,Pärnpuu,,,,Viktor,Mingi roll,15,207.0,2005-09-06,,,
6709,3203,16301,49907213240,Julia,Pärnpuu,,,,Viktor,Mingi roll,17,13.0,2021-12-21,,,
6710,3203,21301,49907213240,Julia,Pärnpuu,,,,Viktor,Mingi roll,10,6.0,2021-08-10,298.0,2023-03-26,
6711,459,2391,33310271971,Pavel,Davõdov,,,,Sergey,Mingi roll,31,54.0,2024-11-09,24.0,2025-03-15,
6712,459,2392,33310271971,Pavel,Davõdov,,,,Sergey,Mingi roll,32,212.0,2003-08-23,10.0,2005-02-12,2005-02-12
6713,459,2393,33310271971,Pavel,Davõdov,,,,Sergey,Mingi roll,25,238.0,2003-10-13,144.0,2011-01-08,
6714,459,8557,33310271971,Pavel,Davõdov,,,,Sergey,Mingi roll,16,220.0,2007-03-16,,,
6715,459,13557,33310271971,Pavel,Davõdov,,,,Sergey,Mingi roll,41,65.0,2020-05-14,,,
6716,459,18557,33310271971,Pavel,Davõdov,,,,Sergey,Mingi roll,38,225.0,2005-10-09,343.0,2011-04-16,
6717,461,2394,48612051432,Tamara,Jõe,,,,Andrus,Mingi roll,43,134.0,2010-07-15,86.0,2019-12-29,
6718,461,8559,48612051432,Tamara,Jõe,,,,Andrus,Mingi roll,13,233.0,2014-08-02,24.0,2014-11-21,
6719,461,13559,48612051432,Tamara,Jõe,,,,Andrus,Mingi roll,44,329.0,2010-03-11,,,
6720,461,18559,48612051432,Tamara,Jõe,,,,Andrus,Mingi roll,4,311.0,2011-09-09,,,
6721,462,2395,39707312076,Meelis,Koval,,,,Roman,Mingi roll,48,253.0,2009-08-19,140.0,2022-07-12,
6722,462,2396,39707312076,Meelis,Koval,,,,Roman,Mingi roll,16,336.0,2003-01-11,156.0,2004-04-07,
6723,462,2397,39707312076,Meelis,Koval,,,,Roman,Mingi roll,10,319.0,2012-08-07,,,
6724,462,8560,39707312076,Meelis,Koval,,,,Roman,Mingi roll,17,166.0,2024-04-30,229.0,2024-07-21,
6725,462,13560,39707312076,Meelis,Koval,,,,Roman,Mingi roll,40,313.0,2002-05-01,,,
6726,462,18560,39707312076,Meelis,Koval,,,,Roman,Mingi roll,30,134.0,2010-07-15,53.0,2017-07-02,
6727,1171,2398,46611047539,Niina,Gusev,,,,Siim,Mingi roll,21,25.0,2004-02-02,167.0,2021-06-16,
6728,1171,2399,46611047539,Niina,Gusev,,,,Siim,Mingi roll,31,275.0,2022-12-16,24.0,2023-09-27,
6729,1171,9269,46611047539,Niina,Gusev,,,,Siim,Mingi roll,38,146.0,2017-05-16,,,
6730,1171,14269,46611047539,Niina,Gusev,,,,Siim,Mingi roll,18,230.0,2002-07-17,74.0,2016-07-28,
6731,1171,19269,46611047539,Niina,Gusev,,,,Siim,Mingi roll,45,306.0,2003-06-19,213.0,2004-01-14,
6732,463,2400,48804047895,Ljubov,Filippov,,,,Igor,Mingi roll,36,306.0,2018-05-09,290.0,2020-07-03,
6733,463,2401,48804047895,Ljubov,Filippov,,,,Igor,Mingi roll,9,167.0,2013-10-05,,,
6734,463,8561,48804047895,Ljubov,Filippov,,,,Igor,Mingi roll,34,310.0,2008-08-04,,,
6735,463,13561,48804047895,Ljubov,Filippov,,,,Igor,Mingi roll,22,26.0,2021-10-15,162.0,2023-04-07,
6736,463,18561,48804047895,Ljubov,Filippov,,,,Igor,Mingi roll,3,277.0,2008-02-12,31.0,2011-11-04,
6737,684,2402,49212267089,Svetlana,Gusev,,,,Oleg,Mingi roll,15,61.0,2020-04-19,,,
6738,684,8782,49212267089,Svetlana,Gusev,,,,Oleg,Mingi roll,35,179.0,2024-03-14,,,
6739,684,13782,49212267089,Svetlana,Gusev,,,,Oleg,Mingi roll,39,24.0,2018-11-07,146.0,2022-01-04,2022-01-04
6740,684,18782,49212267089,Svetlana,Gusev,Vana-Svetlana,Vana-Gusev,OLD-6928,Oleg,Mingi roll,30,260.0,2008-02-02,,,
6741,464,2403,51208014542,Pavel,Rand,,,,Maksim,Mingi roll,46,15.0,2023-10-31,87.0,2024-06-23,2024-06-23
6742,464,8562,51208014542,Pavel,Rand,,,,Maksim,Mingi roll,44,70.0,2003-07-15,182.0,2018-01-03,
6743,464,13562,51208014542,Pavel,Rand,,,,Maksim,Mingi roll,20,211.0,2019-01-05,,,
6744,464,18562,51208014542,Pavel,Rand,,,,Maksim,Mingi roll,44,12.0,2008-11-22,186.0,2011-01-13,
6745,465,2404,36504057655,Maksim,Tuulik,,,,Mihkel,Mingi roll,19,49.0,2015-07-18,,,
6746,465,8563,36504057655,Maksim,Tuulik,,,,Mihkel,Mingi roll,17,156.0,2013-05-16,102.0,2018-03-18,
6747,465,13563,36504057655,Maksim,Tuulik,,,,Mihkel,Mingi roll,26,313.0,2003-07-12,139.0,2008-03-18,
6748,465,18563,36504057655,Maksim,Tuulik,,,,Mihkel,Mingi roll,8,302.0,2007-05-02,,,
6749,1374,2405,32607168362,Sergey,Jakovlev,Vana-Sergey,Vana-Jakovlev,OLD-4611,Jaan,Mingi roll,34,129.0,2011-08-15,,,
6750,1374,2406,32607168362,Sergey,Jakovlev,,,,Jaan,Mingi roll,9,272.0,2011-12-26,,,
6751,1374,9472,32607168362,Sergey,Jakovlev,,,,Jaan,Mingi roll,8,335.0,2011-12-06,23.0,2015-03-30,
6752,1374,14472,32607168362,Sergey,Jakovlev,,,,Jaan,Mingi roll,39,184.0,2014-12-08,,,
6753,1374,19472,32607168362,Sergey,Jakovlev,,,,Jaan,Mingi roll,48,308.0,2015-06-19,299.0,2020-11-10,
6754,3253,2407,38508013382,Nikolai,Mölder,,,,Pavel,Mingi roll,42,16.0,2023-11-23,,,
6755,3253,11351,38508013382,Nikolai,Mölder,,,,Pavel,Mingi roll,2,342.0,2015-10-11,,,
6756,3253,16351,38508013382,Nikolai,Mölder,,,,Pavel,Mingi roll,30,10.0,2015-11-02,320.0,2016-10-19,
6757,3253,21351,38508013382,Nikolai,Mölder,,,,Pavel,Mingi roll,22,286.0,2017-05-11,226.0,2023-02-25,2023-02-25
6758,767,2408,50204215963,Tarmo,Jeršov,,,,Sergey,Mingi roll,20,144.0,2007-05-23,,,
6759,767,8865,50204215963,Tarmo,Jeršov,,,,Sergey,Mingi roll,44,33.0,2003-07-10,290.0,2011-05-27,
6760,767,13865,50204215963,Tarmo,Jeršov,Vana-Tarmo,Vana-Jeršov,OLD-5540,Sergey,Mingi roll,50,267.0,2016-03-03,128.0,2021-11-23,
6761,767,18865,50204215963,Tarmo,Jeršov,,,,Sergey,Mingi roll,34,54.0,2024-06-05,318.0,2025-03-03,
6762,466,2409,62310319043,Julia,Aasmäe,,,,Jaanus,Mingi roll,10,114.0,2011-05-16,223.0,2011-07-20,2011-07-20
6763,466,8564,62310319043,Julia,Aasmäe,,,,Jaanus,Mingi roll,44,244.0,2023-05-01,228.0,2025-02-20,
6764,466,13564,62310319043,Julia,Aasmäe,,,,Jaanus,Mingi roll,3,187.0,2014-12-03,,,
6765,466,18564,62310319043,Julia,Aasmäe,,,,Jaanus,Mingi roll,38,130.0,2018-10-04,,,
6766,467,2410,43003014157,Viktoria,Sarapuu,Vana-Viktoria,Vana-Sarapuu,OLD-5840,Andres,Mingi roll,8,174.0,2011-11-25,,,
6767,467,2411,43003014157,Viktoria,Sarapuu,,,,Andres,Mingi roll,49,187.0,2003-03-29,,,
6768,467,2412,43003014157,Viktoria,Sarapuu,,,,Andres,Mingi roll,33,228.0,2024-11-28,254.0,2025-02-25,
6769,467,8565,43003014157,Viktoria,Sarapuu,,,,Andres,Mingi roll,16,24.0,2022-09-01,,,
6770,467,13565,43003014157,Viktoria,Sarapuu,,,,Andres,Mingi roll,10,147.0,2016-03-12,116.0,2016-06-06,
6771,467,18565,43003014157,Viktoria,Sarapuu,,,,Andres,Mingi roll,12,33.0,2004-06-24,,,
6772,3522,2413,35301176442,Priit,Kallas,,,,Valeri,Mingi roll,33,132.0,2019-01-13,,,
6773,3522,11620,35301176442,Priit,Kallas,,,,Valeri,Mingi roll,22,319.0,2000-05-18,,,
6774,3522,16620,35301176442,Priit,Kallas,,,,Valeri,Mingi roll,41,32.0,2004-02-21,,,
6775,3522,21620,35301176442,Priit,Kallas,,,,Valeri,Mingi roll,30,30.0,2004-02-05,183.0,2009-05-22,2009-05-22
6776,4681,2414,45401238846,Valentina,Pettai,,,,Tõnu,Mingi roll,2,19.0,2019-12-11,,,
6777,4681,2415,45401238846,Valentina,Pettai,,,,Tõnu,Mingi roll,29,311.0,2000-12-10,,,
6778,4681,2416,45401238846,Valentina,Pettai,,,,Tõnu,Mingi roll,13,144.0,2022-08-13,,,
6779,4681,12779,45401238846,Valentina,Pettai,,,,Tõnu,Mingi roll,5,64.0,2001-03-06,,,
6780,4681,17779,45401238846,Valentina,Pettai,,,,Tõnu,Mingi roll,29,201.0,2023-02-05,,,
6781,4681,22779,45401238846,Valentina,Pettai,,,,Tõnu,Mingi roll,24,251.0,2021-01-07,180.0,2022-09-06,
6782,469,2417,39306291085,Mihkel,Kõiv,,,,Sergei,Mingi roll,36,60.0,2017-01-31,20.0,2020-08-06,2020-08-06
6783,469,2418,39306291085,Mihkel,Kõiv,,,,Sergei,Mingi roll,24,217.0,2020-12-10,91.0,2024-05-19,
6784,469,2419,39306291085,Mihkel,Kõiv,,,,Sergei,Mingi roll,3,207.0,2001-02-10,306.0,2023-10-03,
6785,469,8567,39306291085,Mihkel,Kõiv,,,,Sergei,Mingi roll,21,202.0,2005-01-26,110.0,2022-11-23,
6786,469,13567,39306291085,Mihkel,Kõiv,,,,Sergei,Mingi roll,23,158.0,2009-07-26,,,
6787,469,18567,39306291085,Mihkel,Kõiv,,,,Sergei,Mingi roll,35,234.0,2014-11-13,96.0,2017-03-31,
6788,569,2420,48208072472,Nina,Mets,,,,Andrei,Mingi roll,13,205.0,2022-05-22,273.0,2023-01-04,2023-01-04
6789,569,2421,48208072472,Nina,Mets,,,,Andrei,Mingi roll,47,293.0,2023-01-15,,,
6790,569,2422,48208072472,Nina,Mets,,,,Andrei,Mingi roll,19,102.0,2003-05-08,,,
6791,569,8667,48208072472,Nina,Mets,,,,Andrei,Mingi roll,41,76.0,2014-04-25,212.0,2021-08-08,2021-08-08
6792,569,13667,48208072472,Nina,Mets,,,,Andrei,Mingi roll,29,11.0,2022-03-02,,,
6793,569,18667,48208072472,Nina,Mets,,,,Andrei,Mingi roll,32,164.0,2002-12-15,151.0,2018-05-07,
6794,968,2423,61607247390,Ljubov,Kalda,,,,Martin,Mingi roll,21,15.0,2022-01-01,,,
6795,968,9066,61607247390,Ljubov,Kalda,,,,Martin,Mingi roll,9,283.0,2012-09-30,,,
6796,968,14066,61607247390,Ljubov,Kalda,,,,Martin,Mingi roll,44,310.0,2006-07-04,343.0,2022-08-12,2022-08-12
6797,968,19066,61607247390,Ljubov,Kalda,,,,Martin,Mingi roll,34,114.0,2023-06-06,,,
6798,2156,2424,37903259379,Artur,Simson,,,,Ivan,Mingi roll,35,99.0,2003-05-18,249.0,2017-09-25,2017-09-25
6799,2156,10254,37903259379,Artur,Simson,,,,Ivan,Mingi roll,33,87.0,2007-08-22,202.0,2011-06-22,
6800,2156,15254,37903259379,Artur,Simson,,,,Ivan,Mingi roll,45,204.0,2023-05-05,167.0,2024-04-08,
6801,2156,20254,37903259379,Artur,Simson,,,,Ivan,Mingi roll,22,16.0,2022-10-15,66.0,2025-04-21,
6802,2542,2425,47404195688,Marina,Puusepp,,,,Priit,Mingi roll,36,11.0,2008-05-30,,,
6803,2542,2426,47404195688,Marina,Puusepp,,,,Priit,Mingi roll,25,281.0,2016-06-23,208.0,2022-02-11,
6804,2542,2427,47404195688,Marina,Puusepp,,,,Priit,Mingi roll,46,75.0,2005-07-22,293.0,2010-10-24,
6805,2542,10640,47404195688,Marina,Puusepp,,,,Priit,Mingi roll,1,80.0,2015-07-06,175.0,2024-03-13,
6806,2542,15640,47404195688,Marina,Puusepp,,,,Priit,Mingi roll,36,58.0,2008-08-22,,,
6807,2542,20640,47404195688,Marina,Puusepp,,,,Priit,Mingi roll,41,176.0,2005-03-01,,,
6808,2874,2428,62002035088,Viktoria,Malõšev,,,,Aivar,Mingi roll,7,205.0,2009-02-24,,,
